,text,class
949,Geçenlerde bir grup insan hakları savunucusu Haliç kıyısında Cezmi yargılanacağı davanın duruşmasını özgü tuhaf bir sevinci kimi şükür karşılaşma sevincini önce sıkıyönetim döneminde kimi tutarlarsa gün içeri Bu yüzden askeri sıklıkla yaşandığı mekanlar haline kapısı açılıp içeri kişilik yeni gözaltına alınanlar getirildi kendi arasında bir komün oluşturmuş siyasi fraksiyon yeni geleni sevgi hasretle kimleri şükür hasret gidermenin heyecanı takip bize hapishaneye tıkılan bir arkadaşını içerde görerek mutlu oluyordu Cezmi askerlikten yargılanacağı Dönüşü başlıklı yazısını için Beyoğlu Asliye Ceza bulunduğu eski askeri garnizon binalarının bahçesinde buluştuğumuzda aynı sevinci bizim genlerimizde acıyı bal biraz ilersine geçebilmiş olduğumuzdan Cezmi Ersöz Yine gün tam tersi bir yazı yazmaya söz Hatta bunu telefonla içlerinde Cezmi olduğu arkadaşıma olsun ben bir askeri birliğe övgü yazısı hafta önce kendine özgü insani havasının kendini zaman hissettiren koskocaman avlusundan olağanüstü güzel müzik yükselmeye Türk Sanat Müziği bilinen şarkıları tamamı nefesli sazlardan oluşan dev bir orkestra tarafından Ordu Bandosu başlarında komutanları Bando Binbaşı Kemal Tufan olduğu halde yaşlılarına özel bir gün armağan Önce İzmir Marşı başlayan sonra Yusuf unutulmaz şarkılarıyla devam kuşlaaar renkli şarkıları sevimli ihtiyarlarla birlikte türkülere kendini tutamayıp gençlik günlerine savuranlar ortaya fırlamasınlar mensup bir askeri salonda yaşlı havada insanı kendisinden geçiren neşeli türküler dans askeri birlik insanlık için bundan anlamlı yapabilirdi alışık olmadığımız sayıda nefesli saz çalındığında ortaya bambaşka lezzette yorumlar Bandosu içinde askerlik görevini yerine getiren devlet opera balesi Konservatuar Türk Sanat Müziği Bölümü mezunu astsubaylar sarı düğmeleri kordonları olan kırmızı altlarında sarı şeritli lacivert pantolonları pırıl pırıl kornolarıyla uzaktan bir çiçek bahçesini gün yaşlı konukları mutlu anlar sağlayan Ordu Bandosu güzel askeri ,NAZIM ALPMAN
950,Son muhabiri elinde mikrofon okul kapısından çıkan çocuklara Bahçe ana baba Dua Kerim takip örgü cep telefonuyla oyun oynayanlar Çıkan çocukların hemen hepsinin yüzünde aynı bozgun yemiş asker sınavdan klişe çocuklarını yarış atına çeviren sistemler yapsalar yazar olsa yazar sevgili başlayan gerilim stres dolu kovalamaca lise sonda zirve Bırakınız öyle öylesine kerih bir sistem geleceğini etkileyecek psikolojik savrulmalar yaşıyor Kocaman bir iki saatlik imtihana sonra gelecek nesillerden bir bekleyen yatacak yerin yok neredeyse yıl önce yazdığı kitabı geliyor aklıma tür manzaralarla Ekonomik buhranın yaşandığı yıllarda insanlıklarını yok etme pahasına yarıştırılan insanların hikâyesini anlatıyordu hafta bahsini ettiğim Kara Ayna isimli mini dizinin bir bölümünde konu İnsanları elektrik üreten bobine indirgeyen aşağılaşabildiğini anlatıyor bahsini ettiğim isimli yarışmaya denk geldiğimde içim acırdı Özgüveni tavan binlerce sıradan insanın düştüğü acınası durum yüreğimi Orta çağda burjuvaziyi eğlendirmek için sahneye atılan ucubeleri hatırlatıyordu Tam takip edemedim bir çarpıcı şekilde sonuçlanmış bahsini ettiğim Sanırım onca insan içinden bir köpeğe birinciliği vahameti bir kimsenin tuhaflığa şaşırmaması garip çocuğu benzeri bir ruh savrulmasına itiyor eğitim Koskoca bir hayatı iki saatin içine sıkıştırıyorsunuz sinir bozucu klakson sesini an duyar oluyor evladımdan panik atağa kadar gidiyor işin Canına kıyanlar var stresi kaldıramayanlar enerjinin haddi hesabı kanalları akıl fikir veriyorlar bir gün efendim çocuğunuz sınavdan bir gün önce şöyle yapsın böyle Daha bile girmemiş bebelerin yüzlerini teker teker göstermek isterdim koyu takım elbiseli Ağlamaklı yüz suçluluk hissiyle başını hüngür hüngür sudan çıkmış balık şaşkın şaşkın sağa sola isterdim Milli Eğitim Başbakan muhalefetiyle bütün haberi bir okuyun düştüğümüz duruma bakın Yükseköğretime Geçiş giren Atilla sınav tuvalete gitmesine izin verilmeyince yanındaki pet şişeyi kullanıp ihtiyacını düşünmek Dayanamadım ihtiyacımı bir sistem babaları aciz hale Nasıl bir sistem sürü psikolojisinden beter bir yerlere savuruyor gencecik Kılıçdaroğlu olmak Bahçeli sair gerçekten samimi gerçekten çocuklarımızı geleceğimizi zalim sınav düzenine el Birbirlerinin başına bant su tokat atmaktan hayırlı bir iş yapmış diyor merhum yok diyelim nefsine Merhamet etmez misin yarışmasını kazanan köpek mi bir anlatmıyor O zaman önümüzdeki maçlara bakalım millet kitabının vaktiyle ülkemizde isimle vizyona girmişti ,NEDİM HAZAR
952,Arada kaynayan yıldönümü dolayısıyla kimilerimiz kimilerimiz hasretle döneme dair hatıraları yâd yaşadığı sancılı acılı sürecin tekrar yaşanmaması şüphesiz yaşananların iyi tahlil edilmesi idarecisinden milletin ferdine kadar gerekli dersin çıkarılması bulunduğu özgürlük demokrasi noktasından geçmişe şüphesiz kınamak Ki yazılıp çizilenlere bizzat sürecin zalim aktörleri geçmişe kendi mantık kristalinden çarpıtarak önlerine düşürüyorlar veballerini minimize ederek yüzleşir yapmayı tercih acılar sessiz bunu çekenler O dönem bir vebalı kovulmaya ezilmek için fırsat kollanan kişi bugün pek fazla gürültü yaşanan acıların sahiciliğindendir mağdur görünümündeki nefret elbette geçmişin zalim yüzüyle göz göze gelmeyi fazla anlaşılabilir bir Yaşam kuşamı düşüncesi hakim zihniyete uygun düşmüyor yapılan zulümleri tekrar vicdansızlığın yaşandığı infaz günlerinde suskunluk desteklenmesi azından pasif bir utancı beraberinde başından itibaren özgürlük alanında elde ettiği kazanımları birer birer kaybetmesiyle ülkenin içine atıldığı cadı kazanı Gazetelerin bültenlerin ilk haberini vesayetçilere gönüllü teşne olmak için rezerve edenlerin ülkeyi getirdikleri sosyal uçurum toplumsal nefret düzlemi öylesi bir gerilimli alan oluşturmuştu mikrofonu eline alan herhangi bir meydanlarda kişi toplanarak kendinizi bir mi Bugün geriye serinkanlı bir analiz yapıldığında özenle yerli yerine oturtulduğunda net görülüyor basit bir Türkiye son derece bilinçli bir planın uygulanmaya konmasıyla bir uçurumun eşiğine Öyle bir uçurum halk sürekli buradan aşağı itilme tehdidiyle sonsuza kadar korkuyla yaşatılmak olan düşüncenin bir saatin zembereği kadar adım adım orada Şöyle vesayetçi hedef aldığı siyasi iklimi diyerek kenara zehirli iklimi sürekli hale getirmek yıl mottosu zihniyetin kelimelere dökülmüş zihniyeti iktidarını alaşağı edince hedefine ulaşmış saymadı bir yıl mart ayında bir muhtıraya imza attı aynı Aynı aynı tepeden bakmacılık aynı İktidarda ANASOL vardı rahmetli muhtırayı üzerine Hatta muhtıra bile olduğunu kabul Oysa askerler Mart verdikleri maddelik muhtıranın giriş meseleyi önce topu kanatlara yayma taktiğiyle son iki maddede şöyle yüce milletimizin güvenine mazhar olan bütün cumhuriyet hükümetlerine saygı duyar başarılarını mutlulukla konumu görevi olursa kimse kişisel menfaatleri siyasi ihtirasları yasal görevi olan ülke güvenliğine yönelik bölücü irticai gelişmelere karşı mücadele azminden tereddüde düşürecek kararlılığını hiçbir beyan telkinlerde Bazı talihsiz beyanlarda olduğu bir tehdit aksine ülkemiz için bir dün olduğu bugün yüce milletinin kendine duyduğu güven itibara gölge düşürecek hiçbir davranış içinde gelecekte türlü siyasi mülahazanın dışında olarak tutum davranışını Bundan kimsenin kuşkusu sopayı göstermek için aba bile kullanmaya ihtiyaç duyulmuyordu sonrasında yaşananları analizlere dahil etmek ,NEDİM HAZAR
953,Gelse ruh zamandan beri merakla beklenen Fetih filmi nihayet vizyona yakından ilgilenen gitsek mutlaka filmle ilgili kanaatimiz Filmin geniş bir analizini haftaki kaleme aldığımızı Fetih ilgili özetle şunları film yapmak hele Bu yıl aday gösterilen ülkemizde Köstebek ismiyle vizyona giren Tinker Tailor Soldier Spy tarihî bir Soğuk Savaş döneminde geçen bir casusluk hikâyesini anlatan Londra güzel resimler gösterilirken İstanbul yazık dâhili planlarla ele Bunun nedeni tarihî dokunun hoyratça tahrip edilmesiydi yıl öncenin filmini çekerken bile kadar yıl öncesini anlatan bir sinemanın zorluğunu Ya sırtınızı bugün artık perişan şekilde duran surlara bir iki pazar tezgâhıyla Bizans ortamı oluşturacaksınız tarihî mekânların içine hapsolup filmi Hatırlayın bir dönem çekilen tarihî Kostümler gıcır gıcır yeni yapılmış olması gereken surlar yıkık döküktür bence ilk takdiri burada hak Türk sinemasında çekilen filmler kategorisinde iyi mekân kostüm tasarımına Buna bir pek geri durmayan görsel efektler eklenince ortaya savaş sahneleri oldukça etkileyici bir film surlar bölgesi iyi Fetih esnasındaki surların zirvesi bence kusursuz bir şekilde fona asla yine Türk sinemasında bir ilki gerçekleştirmiş görsel tasvir olarak çekilmiş görkemli savaş sahnelerini sadece olumlu bir filmi bütünüyle iyi bir film yapmaya Hele tarihî hakikatleri anlatma iddiasındaysanız hele bağlamda Fetih iyi niyetli bir yapım olarak gördüğümü ifade Daha önce tarihî film adına nelere şahit olmadık birden fazla kadınla aynı yatakta görmeyi marifet sayanlar akıncıları başıbozuk eşkıya hancının kızını şarabı kafaya dikip olduktan sonra fethe çıkanı kendisinden önce yapılan hataların hiçbirine Düşmüyor yine birtakım handikapları barındırmıyor koca hünkârın bir elinde bir elinde ayna umurunda boyutuyla ele Fethin manevî kadar iyi niyetle membaına kadar inilmeye çabalansa eksik Fetih olan bir filmin tartışmasız kahramanı Fatih Sultan Mehmet Onun stratejisi Film anlamda maalesef doyurucu Bunun yerine Ulubatlı Hasan figürü abartılmış tarihî bağlamından kopartılarak filme Varlığının tartışmalı oluşu bir perdeye yansıyan Ulubatlı prototipi bir kurmacadan bahsediyoruz şüphesiz bir dramadan belgesel ciddiyeti titizliği beklemek doğru bahsini ettiğim şeyler filmin dramatik değeriyle doğrudan ilgili şeyler Bütün bunlara fena olmayan bir başlangıç Fetih En azından anlamda proje üretebilecekler için bir yol açıcı film anlatan sanat eserleri için ciddi bir kilometre taşı ,NEDİM HAZAR
954,Hoş gelişler Son bir haftadan beri sosyali normali olsun medyada yazılanları okudukça kendimi Süt Kardeşler filmindeki iki kafadar hafiye hissediyorum sürekli aklı başında sağduyulu şeyler çabasıyla dikkatle lakin henüz iki kişi görmedim aynı fikirde bir kalım diyen gıpta edilecek bir diyen hafif sürtüşme yorumu yapan çıkarımını yapan görün satırları okuduğunuza sefer bir başarıdan söz etmek Son on yıldan beri fırsatta diyenlerin kamu nezdinde pek bir harbiyesi yok kalemler entelektüellerde böyle bir algı oluşturmayı işbirliğiyle hazırlanan düzenlenen atılan manşetlerin birilerini etkilediği bir algı Parti tartışmasına karşı demek var bir konuda ufak bir söylediğinizde bakın kendileri söylüyor işte çakma ortamı tespit samimi olanlar işten madden ideolojik olarak ekmek yiyenleri parantez dışı bakılırsa bir gerilimin olduğu muhakkak şahsen bunun adamım senin adamını şeklinde olduğunu Mesele vesayet karşı yapılan mücadelede bir noktaya Kimi kimi yapı tam olarak ortaya çıkmadan tamam yorumunda krizi fırsata çevirmeye kalkışan kitle Onlar ateşi harlamaya çabalayıp bir manzara var gönül vermiş AK destekleyen bir kitle siyasi hareketin ülkenin kurtuluşu için tek yol olduğunu aynı zamanda olumlu bulan bir kitle hazzetmeyen seven bir kitle olduğu hareketten nefret edip AK beğenen bir kitlenin varlığını alayı burnundan soluyan başka bir ekmeğini cemaatten hani şeklinde açılan bir kadro var son oradan onların durumu hepten olaylara bakınca görüyoruz cemaatle savaşı olan AK katık kavgası olan cemaati azık mesele yola çıkarak savaşa ulaşanlar savaştan yola çıkarak nefrete ulaşanların ilişkisini ringe itmeye çalıştıkları taraflardan birinin sırtını üç vakte kadar sahne şeklinde bir filmi vizyona sokacaklarını söylemek kehanet Yapılmaya başlanan yazı TV programlarından anlaşılıyor sonraki aşama hakkında bir fikri hükümet cemaate haddini bir müjde Bir sonraki bakın cemaat sivil diktadan söz etmeye geyiğidir haberiniz İşte zaman mutlu olacak iki düşmanı tek hedefe kerameti kendinden menkul birtakım zevatın muhalefetsiz giden gidişle bir on yıl iktidarda görünen bir siyasi hareketi Bonus olarak tabii kadim düşman parantezinde dindar Anadolu insanını baskı altına yaparken küresel çomarlar kullanılır yerel finolar artık tür metazorik oyunlara tarafların karnı Ama umut Ergenekoncunun ,NEDİM HAZAR
955,kayaydık kıyamet bizim için geldiğimiz günden yana tutuluruz Ve alır elbette bizden bir işin tabiatında var şikâyet deliğinde penye pamuğu biriktirmeye benzemiyor Ve kelime zaman tutmuyor insanı elinden Cesaret denilen aynada bir anlam ifade Vakta afili kelimelerinizi bile valâlar sallayıp duranlardan Zaiddir gölgeniz var öyle böyle haddinizden bile uzun diyelim memlekette güneş doğmakta Ve bir diyelim güneşi üzerine doğurttuğu ruhiyesinde dişleri halleri yamuk olsa yine suyun başında aşağısını yukarısını sulandıranları sattığınız caka sizi gölgenizden dolayı öyle bir zehaba Kapı tektir mesela bazıları için Her gün yeni kapı icat hakiki cesurlar Öpmekten eriyen dudaklarınızı hangi boyayla saklayabilirsiniz sürülen biberlerin kızartılmışlığını cesareti tanımlamış olayım korku bunun eşiğine tapındıklarınıza mağara hedeflediğiniz delik arasındaki rakım dünyanızın hacim ağzını döker rahimleri ebedi mekân uğraşsın size hakikati Açıkça sadece bir delik bir Satmayın bir şeyinizi onun Değmiyor yangın avuç açmaya kuruşluk bir dünya dünya bunu dünyası sadece dünya olmayanlar Bir bakarsınız olmuş Ve canavarların kemerini süslemekte kafa zira kıyamette sizin azlığınızla Övünmeyeceğiz nobranlığın hesabı bir ucundan bize sorulacak dedik yürek dedik O elinizdeki üç kuruşluk ayna ölçmez Şakülünüz kaldı paralığının miktarını Evinin üç metre dışarısına korkudan kuyruğunu bacaklarının arasına sıkıştıran evcil itaatkâr ruhlar bunu Nasıl bilsin Ha aynadan karar bilaistisna aynalardır Bilemez çalım ondadır Sizin olduk yuvarlandık Çamura çarpa çarpa yaralandık Ama haddimizi Bilirdik taşın Yanar taş üstelik köpürür Altıncı bakmak aklınıza gelmez farklı kaygılarla geçer Nereden bileceksiniz on yirmi taştınız coştunuz Coştukça koku renk geldi Her kokuya talip bilir bunu künhüne Ve renk dediğin kir tutar çoğu zaman aşmamayı öğrendik öğrenilmişliğin para etmediğini biliriz Serlevhalarımızdan farkına Ne olur olmaz günde okur fıtratından gelen sertliğimiz hoyratlığımızı engeller nedenle çoğu zaman bizi kulak memesi kıvamında olmakla Bizim fedailiğimizin türünü yedi düvel öğrendi bir tek zımnî hasedin kavurduğu siyah taşlaşmışlara buna sizi sözlerinizle yaptıklarınız arasındaki derin uçurumlardan Utanırız bir adımız hayâdır kayaydık taşlaştık Şimdi karıştı mi seferlik öyle daim yaptığımızı dönelim yönümüze ellerimizi nehafu min dinina ,NEDİM HAZAR
958,nesil ilgili açıklamaları karşı görüşlerinin tartışıldığı günlerde tam olan Efendiler dünyayı şereflendirmesinin soru kadar manidar değil Nereye gidiyor kulvarlar bidayetten belli Batı medeniyetinin bilinçaltımızda ektiği parametreler klişe karşı görüşler hakikatin gezinmeyi marifet bahtsız kof bir entelektüellik geldi Yeni Şafak Gazetesi yazarlarından muhterem Yusuf Kaplan ağabeyimiz geçtiğimiz olan İslamî olan başlıklı bir yazı Yusuf bilenler ele aldığı meseleleri analitik yaklaşımı derinlemesine tahlil tamamen özgün üzerinde uzun uzun düşünülecek fikirler ortaya bahse konu sonra kaleme alacağı serinin işaret fişeği Yazı yer alan insanı insan insanı sultan cümlesinden yola günümüz insanının temel meselesine perspektifinden bakışla bir sonraki yazısında etrafında sağlam önemli tespitler içeren bir seri uzanan çizgide medeniyeti çağdaş safralarından arındırarak irdeliyor günümüz durması gereken noktayı son derece net bir şekilde ortaya Şöyle inkırazından sonraki fırtınalı çerçevede yeniden tarif eden sadece toprakları bütün bir İslâm dünyasını büyük bir yok oluş sürecine sürükleyeceğini gördüğü fikrine karşı esaslı eleştiriler kavramı üzerinden muazzam bir medeniyet fikri sunan bir düşünür sonraki medeniyetin kurucu felsefesine dair ipuçlarının peşine Bediüzzaman rehberliğinde uzanan geniş bir yelpazeyi perspektifiyle adeta bir kanaviçe işleyen dolayısıyla günümüz Müslümanlarının aradığı sahip olduğumuz yerde durduğunu başlıklı son yazısında Yusuf Hoca şöyle geçiş sürecinde düşüncesini İslâmî çağdaş dünyanın bütün dünyayı büyük uçurumların eşiğine fırlatan felsefî sorunlarına derinlemesine vukûfiyetle tek son Yani Ve bakımdan anahtar İslâm düşüncesinin İslâm medeniyetinin kapısını bütün bunları mümkün İslâmî bir dil varoluş söyleyiş geliştirebilme çabasının kapısını Bediüzzaman açabiliriz seri yazılar boyunca medeniyet kavramına ıskaladığımız durduğumuz yanlış noktanın fark edilmesi açısından öğrendim Bize ait olmayan ithal kavramlar kaypak anlamlar yaptığımız kısır tartışmaların boşluğu beni mahcup bir fark edişe insanlık için temel soru sorusuna cevaptan hastalığın doğru tespiti sonradan doğru reçeteye ulaşabilme açısından Yusuf metinlerinin dikkatle tekrar tekrar okunması gerektiğini Son bir alıntı metinlere tekrar dikkatinizi çekmek çevrelerin bütün Türk entelijansiyasının söz ederken eleştirileri kalkış noktaları yalnızca noktaları yine Batı tersinden yeniden üretmek meşrûlaştırmak Anlatılan bizim söz kavramların içeriğinin Batılı zihin kalıplarıyla kodlandığı yakıcı gerçeğinin görülememesi hâlâ öznesiz Batı garabetin garabeti bir tartışma yapılıyor tastamam zihnî sefâlet bir ,NEDİM HAZAR
959,Esas şimdi son yılların soğuk kışını birçok bölgede özellikle geceleri eksi dereceleri Akşam haber otoyollarda kayan yokuşu ittir kaktır çıkarmaya çalışan şehirli ağabeyler filan Bir Kar topu haklı tahminleri yayınlıyor TV Pazartesine dikkat Muhtemelen sevgili okurlarım yazımı oda sıcaklığında Hani elinizde önünüzde iPad filan fantezilere tahminlerine göre önümüzdeki haftanın günü kar yağışı Sıcaklık kimi geceler derecenin altına Niyedir rakamları makul miktarlara düşürerek yayınladığına inandım Çok sıcak bir bölgede geçti termometre dereceyi ekrandan derece diyordu resmî Emin değilim soğukta böyledir büyük Resmî rakamlara derece eklemek hakkını yemek Elbette çaba gösteriliyordur unuttuk Hem millet olarak devlet olarak artık yönümüzü tarafa çevirmiyoruz Geceleri eksi yirmileri geçen buz havada çadırda yaşayan insanlar Ve geçtiğimiz gün yaşındaki bir çadırlardaki sobadan çıkan yangın sonucu feci şekilde yanarak can bir havada yanarak can veren satırları kaleme alırken aynı yerde iki ayrı iki yangın çıktığı haberi yetkililerin konuyla ilgili açıklamaları aile evinden ayrılmak konteyner oralara gitmemiştir elektrik voltajı düşüktür Ama hiçbir açıklama hakikatin üzerini örtemiyor haberi sayın içişleri bakanımızın açıklaması geldi tek bir depremzede Köylerin geç konteynerlere taşınacağını ifade ettiği insani yönünü Bunu ironi olarak ifade Gerek yurtdışı gezilerinde gerekse yurtiçinde yaptıklarıyla bir cumhur görmek bana umut veriyor içimi cümleden olarak Cumhurbaşkanlığı bahçesinde çektirdiği kar altındaki fotoğraflarını sıcak samimi ay başında yaptığı Düzce gezisinden geriye kalan bir cümle takılıp kalmış depreminin ardından yaralarını planlı bir şekilde sarmasını görmekten büyük bir memnuniyet yazmıştı Cumhurbaşkanı Bugün Aradan yıla yakın bir zaman geçmiş yaraların planlı bir şekilde sarıldığını görmek bizi mutlu ediyorsa Van için endişelenmek lazım değil depremin hemen ardından milletçe yaşadığımız muhteşem günleri Nasıl koşa koşa gitmişti Nasıl yardımlar yağmur olup yılındaki cumhur reisimiz bölgeye depremindeki yaralarını planlı bir şekilde sarıldığını görmekten büyük memnuniyet kadar kış kar yağacak tuzlarımızı şehirlerimizin yolları donmasın harcarken korkarım kangrene dönecek tuz filan basamadan öyle ,NEDİM HAZAR
960,Korku tam olarak şirket diyemeyiz Daha Gönüllülerden profesyonellerden oluşan bir tuhaf demek doğru tarihi bugün değil yakın geçmiş Eski epey eski arada jenerasyonlar arası kopukluk olmasına rağmen bir ruhsal vesayet sistemi biriktirilen korkulardan miraslar kuruluş amacı sermayesi olan bir şebeke patronları genelde ortalıkta Belki bizzat network için çalışanlar bile tanımıyorlar esas olunca patronluğun önemi kalıyor şahlık piyonluk fark nihayetinde aynı kutunun taşları fonksiyonlarına göre bir Kimi hayatını işe kimi çıkarı doğrultusunda kısmi işbirliği içinde taşıyor nefret üretim bandına önce işi yapanları fazla tanımalarına gerek yok hedef yöntem değişebiliyor Bir kavramlar argümanlar güncelleniyor dönem göre görünürlükleri kimi zaman yerdeler kimi zaman yoklarmış gelebilir Ama oradalar üretim bantları sürekli çalışıyor bir Kabataslak yıllık bir kurumsal deneyime sahipler diyebiliriz Bu nedenle şeyleri iyi misal toplumun zayıf olduğu nefret yükledikleri konteynerleri yıkacaklarını iyi anlamda fırsatçılıkta özellikleri Sadece üretmekte mahir Kendi tıynetlerine göre kahraman hain Ne kahramanları gerçek kahramandır hainleri gerçek Hatta tam tersi bir anlam bile çıkarılabilir onların üretmeye çabaladıkları hedefe yönelmiş bir tür zihni idraki kilitlenmiş nefret ordusu diyebiliriz Ve abarttığımı inanılmaz acımasızlaşabiliyorlar aynı Bırakınız düşman olarak addettiklerine türlü kötülüğü reva kimi zaman kendi içlerindeki şebeke mensuplarından birilerini bile harcamaktan asla geri bir yandan timsah gözyaşı dökerken diğer yandan korkunun onlara açtığı yeni yeni köşebaşı tutmaya sorusuna verilecek genel cevap belli işin hikmeti kadar patolojik bir cevabı memleketi kendileri Hatta çoğu zaman bağırıp ağızlarından köpükler savurarak ülkeyi kadar sevdiklerini Ancak bir tane örnek gösteremezler vatan aşkı için Sadece kan kaos can almışlardır sevgi bir sevgidir Zira kadar kimse çıkar Kendileri dışında sevenlerin topraklara zarar vereceğini Kalabalıklar zaten umurlarında Bir değil milyon insan bile uğurda hastalıklı sevginin uçurumu onları bekler ellerinden kayıp gittiğine inandıkları anda benimsin arabeskine sapar ülkeye madden manen şeye mal oldu şirketin Çok zaman para insan bir bozgun psikolojisi yaşıyorlar emin olun birtakım izbelerde yeniden toparlanma çabası Belki üretim bantları geçici olarak durmuş ilk fırsatta tekrar kaldıracaklar tür şebekelerin şerrinden korusun tekrar kucağına düşürmesin ,NEDİM HAZAR
961,Kitap sevgili Kemal özelikle Ramazan mevsiminde ortalığa yapalım kutsal ayda ibadet fetvaları veren nevzuhur din adamlarına açıklamasının bir yerinde şöyle kitabımız hepimizin baş Evlerimizde başucuna Annelerimiz kılıfının etrafını işlemelerle Elimize besmeleyle Açarken besmeleyle anamuhalefet partisinin liderine kutsal dışında şekilde bütün mesele insanın bilmediğinden rahatsız karşı durma korkma Elbette güzergâhın kadar teklifinin ortaya çıkmasının hemen birtakım çevrelerde sebebini kimsenin tam olarak çözemediği inanılmaz bir karşı duruş tepki Eh tepki kimilerine göre malum elbette makul demokrat ambalaja sarmalayıp önümüze sunanlar yok filan Sanki bin yıl tartışılsa fikirleri değişecek tepki iyiye yönetme amaçlı filan direkt olarak karşı durma Tandoğan yaptığı grup gerekirse yıl insan hakikaten samimi olmalarını istiyor bir Ama aklımıza geliyor günlerce tartışıldıktan çıkarılan kaç el kaosa başlığıyla bırakınız dakika geçmeden Anayasa götürüp iptal sevgili muhalefet lideri diyor çocuklarımızı geleceğimizi Ne azından kadar fiyakalı cümleler insanın yanında Nur Serter durması biraz garip değil zihniyetin mahvettiği neslin hesabı kitabı yüzleşmesi yapıldı din dersinin seçmeli zorunlu olarak müfredata eklemek ayrı bir tartışma ülkede azımsanmayacak sayıda aileler biliyorum devletin dini öğretmeyi tekeline almasına meseleye samimi olarak iyi niyet taşıyarak bakmak demek ulusalcı güruhun teklife karşı çözüm önerisini bilen var vazgeçtik kendilerinin konuda hassas plan proje Malum hâlâ konusunda tekliflerini bekliyor Mevcut yasa taslağına bunu pekiyi kendileri teklif yıl değil oturup dakika kitabından kadar tartışması yaptılar kimse dinlerinin kitabı okutulmasın korkuyoruz diyemiyor delikanlı Niye topu kanatlara duygu komedisi yapılmaya çabalanıyor okullardan önce zorunlu Kerim okuma dersi konmasını teklif Bu kitapta korkulacak bir olmadığı çocuklara zararlı alışkanlık karakterlerini bozacak bir olmadığını görür açıp başka dememesi gerektiğini bilir Kılıçdaroğlu güzel romantizm kılıf dantel koklamak lakin ara sıra sayfalarını açıp okumak Yani azından adı şöyle ahbap yaren beraber iktidarı kötü bir haber Yanlış tekeri Bu Ne kavgaya dönüştürülen yine millet tokadı olarak yüzlerinde Benden ,NEDİM HAZAR
963,Bu bir kuru bir öksürük işbirliği içinde hücum ediyor Nefes alamıyorum pencereden dumanlar tütüyor evlerin erken söndürülmüş bir yangından kalma gökyüzüne Kılcal damarları pörsümüş bir deri geliyor bana şehrin Bir kocakarı ağzındaki dişler uzaktan evlerin yorgun hasta yaralı bir dev çökmüş bir İnleyerek soluyor alamıyor ben insanlar kimliklerini verir yaşadıkları şehir sindirir dokusunu insanların Gayrısı neyse neysem şehir sabahı zor ediyor Ve gündüzleri yalnız tahmin edilenin gece kollarında binlerce yaralı Ninni söylüyor nemli yaraları açıp açıp temizliyor kendininkileri yarasına denk gelince anlaşıyorlar şehir üşütüyor sonra uzun Titretiyor Sokaklar alıyor ateşini yağmur söndürüyor hararetini şehrin bir derdi insanlarınki yaralanıyor bilir şehirler iz bırakıyor farkında olmadan deruni hırpalıyoruz şehrin yaş kalbine kama saplanan yaşlı bir av hayvanı vakur bir sessizlikle karşılıyor bunları gözlerini bağırmıyor bunu yalnız yaralılar yanaklarını şişiriyor bulutlar bir serin rüzgâr üflüyor siluetlerin Ne denirse rüzgâr ruhani bir nefes şehirler bir küçükken annelerin yaralarımıza üflediği bunda şehrin suçu yalnızların umarsızların kabahati vuruyor belleğini hatıraların bizi vurduğu şehirler peşinden içli bir ağıt yakar hele İnsan uzaktaysa kötü anılarını silerse öyle siler şehrin zalim acımasızdır bazen Ama insan öyle değil bağlamaktan sertleşmiştir şehrin Derilerimiz Biz dokundukça teselli ettiğimizi zannederiz kanar kabuk bağlamış bekler bizi vefalı bir dost yönüyle insandan erdemlidir çoğu bir parçasını koparmasına gönül dert etmez aldığı yüzden büyüktür şehirlerin görmek aynanızdan şehrinizi aynasıdır yaşadığı kadar onun kadar ben neysem şehrim başlıyor soğuğa dönüyor bildiğimiz halde hazırlıksız yakalanıyoruz şehir ,NEDİM HAZAR
